 >TARREC   rectangular prism; AX,AY,AZ= 32.0000 64.0000 64.0000
    131072 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
 -32.50000 -32.50000 -32.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
  86290  18   9  43 1 1 1
  86291  19   9  43 1 1 1
  86292  20   9  43 1 1 1
  86293  21   9  43 1 1 1
  86294  22   9  43 1 1 1
  86295  23   9  43 1 1 1
  86296  24   9  43 1 1 1
  86297  25   9  43 1 1 1
  86298  26   9  43 1 1 1
  86299  27   9  43 1 1 1
  86300  28   9  43 1 1 1
  86301  29   9  43 1 1 1
  86302  30   9  43 1 1 1
  86303  31   9  43 1 1 1
  86304  32   9  43 1 1 1
  86305   1  10  43 1 1 1
  86306   2  10  43 1 1 1
  86307   3  10  43 1 1 1
  86308   4  10  43 1 1 1
  86309   5  10  43 1 1 1
  86310   6  10  43 1 1 1
  86311   7  10  43 1 1 1
  86312   8  10  43 1 1 1
  86313   9  10  43 1 1 1
  86314  10  10  43 1 1 1
  86315  11  10  43 1 1 1
  86316  12  10  43 1 1 1
  86317  13  10  43 1 1 1
  86318  14  10  43 1 1 1
  86319  15  10  43 1 1 1
  86320  16  10  43 1 1 1
  86321  17  10  43 1 1 1
  86322  18  10  43 1 1 1
  86323  19  10  43 1 1 1
  86324  20  10  43 1 1 1
  86325  21  10  43 1 1 1
  86326  22  10  43 1 1 1
  86327  23  10  43 1 1 1
  86328  24  10  43 1 1 1
  86329  25  10  43 1 1 1
  86330  26  10  43 1 1 1
  86331  27  10  43 1 1 1
  86332  28  10  43 1 1 1
  86333  29  10  43 1 1 1
  86334  30  10  43 1 1 1
  86335  31  10  43 1 1 1
  86336  32  10  43 1 1 1
  86337   1  11  43 1 1 1
  86338   2  11  43 1 1 1
  86339   3  11  43 1 1 1
  86340   4  11  43 1 1 1
  86341   5  11  43 1 1 1
  86342   6  11  43 1 1 1
  86343   7  11  43 1 1 1
  86344   8  11  43 1 1 1
  86345   9  11  43 1 1 1
  86346  10  11  43 1 1 1
  86347  11  11  43 1 1 1
  86348  12  11  43 1 1 1
  86349  13  11  43 1 1 1
  86350  14  11  43 1 1 1
  86351  15  11  43 1 1 1
  86352  16  11  43 1 1 1
  86353  17  11  43 1 1 1
  86354  18  11  43 1 1 1
  86355  19  11  43 1 1 1
  86356  20  11  43 1 1 1
  86357  21  11  43 1 1 1
  86358  22  11  43 1 1 1
  86359  23  11  43 1 1 1
  86360  24  11  43 1 1 1
  86361  25  11  43 1 1 1
  86362  26  11  43 1 1 1
  86363  27  11  43 1 1 1
  86364  28  11  43 1 1 1
  86365  29  11  43 1 1 1
  86366  30  11  43 1 1 1
  86367  31  11  43 1 1 1
  86368  32  11  43 1 1 1
  86369   1  12  43 1 1 1
  86370   2  12  43 1 1 1
  86371   3  12  43 1 1 1
  86372   4  12  43 1 1 1
  86373   5  12  43 1 1 1
  86374   6  12  43 1 1 1
  86375   7  12  43 1 1 1
  86376   8  12  43 1 1 1
  86377   9  12  43 1 1 1
  86378  10  12  43 1 1 1
  86379  11  12  43 1 1 1
  86380  12  12  43 1 1 1
  86381  13  12  43 1 1 1
  86382  14  12  43 1 1 1
  86383  15  12  43 1 1 1
  86384  16  12  43 1 1 1
  86385  17  12  43 1 1 1
  86386  18  12  43 1 1 1
  86387  19  12  43 1 1 1
  86388  20  12  43 1 1 1
  86389  21  12  43 1 1 1
  86390  22  12  43 1 1 1
  86391  23  12  43 1 1 1
  86392  24  12  43 1 1 1
  86393  25  12  43 1 1 1
  86394  26  12  43 1 1 1
  86395  27  12  43 1 1 1
  86396  28  12  43 1 1 1
  86397  29  12  43 1 1 1
  86398  30  12  43 1 1 1
  86399  31  12  43 1 1 1
  86400  32  12  43 1 1 1
  86401   1  13  43 1 1 1
  86402   2  13  43 1 1 1
  86403   3  13  43 1 1 1
  86404   4  13  43 1 1 1
  86405   5  13  43 1 1 1
  86406   6  13  43 1 1 1
  86407   7  13  43 1 1 1
  86408   8  13  43 1 1 1
  86409   9  13  43 1 1 1
  86410  10  13  43 1 1 1
  86411  11  13  43 1 1 1
  86412  12  13  43 1 1 1
  86413  13  13  43 1 1 1
  86414  14  13  43 1 1 1
  86415  15  13  43 1 1 1
  86416  16  13  43 1 1 1
  86417  17  13  43 1 1 1
  86418  18  13  43 1 1 1
  86419  19  13  43 1 1 1
  86420  20  13  43 1 1 1
  86421  21  13  43 1 1 1
  86422  22  13  43 1 1 1
  86423  23  13  43 1 1 1
  86424  24  13  43 1 1 1
  86425  25  13  43 1 1 1
  86426  26  13  43 1 1 1
  86427  27  13  43 1 1 1
  86428  28  13  43 1 1 1
  86429  29  13  43 1 1 1
  86430  30  13  43 1 1 1
  86431  31  13  43 1 1 1
  86432  32  13  43 1 1 1
  86433   1  14  43 1 1 1
  86434   2  14  43 1 1 1
  86435   3  14  43 1 1 1
  86436   4  14  43 1 1 1
  86437   5  14  43 1 1 1
  86438   6  14  43 1 1 1
  86439   7  14  43 1 1 1
  86440   8  14  43 1 1 1
  86441   9  14  43 1 1 1
  86442  10  14  43 1 1 1
  86443  11  14  43 1 1 1
  86444  12  14  43 1 1 1
  86445  13  14  43 1 1 1
  86446  14  14  43 1 1 1
  86447  15  14  43 1 1 1
  86448  16  14  43 1 1 1
  86449  17  14  43 1 1 1
  86450  18  14  43 1 1 1
  86451  19  14  43 1 1 1
  86452  20  14  43 1 1 1
  86453  21  14  43 1 1 1
  86454  22  14  43 1 1 1
  86455  23  14  43 1 1 1
  86456  24  14  43 1 1 1
  86457  25  14  43 1 1 1
  86458  26  14  43 1 1 1
  86459  27  14  43 1 1 1
  86460  28  14  43 1 1 1
  86461  29  14  43 1 1 1
  86462  30  14  43 1 1 1
  86463  31  14  43 1 1 1
  86464  32  14  43 1 1 1
  86465   1  15  43 1 1 1
  86466   2  15  43 1 1 1
  86467   3  15  43 1 1 1
  86468   4  15  43 1 1 1
  86469   5  15  43 1 1 1
  86470   6  15  43 1 1 1
  86471   7  15  43 1 1 1
  86472   8  15  43 1 1 1
  86473   9  15  43 1 1 1
  86474  10  15  43 1 1 1
  86475  11  15  43 1 1 1
  86476  12  15  43 1 1 1
  86477  13  15  43 1 1 1
  86478  14  15  43 1 1 1
  86479  15  15  43 1 1 1
  86480  16  15  43 1 1 1
  86481  17  15  43 1 1 1
  86482  18  15  43 1 1 1
  86483  19  15  43 1 1 1
  86484  20  15  43 1 1 1
  86485  21  15  43 1 1 1
  86486  22  15  43 1 1 1
  86487  23  15  43 1 1 1
  86488  24  15  43 1 1 1
  86489  25  15  43 1 1 1
  86490  26  15  43 1 1 1
  86491  27  15  43 1 1 1
  86492  28  15  43 1 1 1
  86493  29  15  43 1 1 1
  86494  30  15  43 1 1 1
  86495  31  15  43 1 1 1
  86496  32  15  43 1 1 1
  86497   1  16  43 1 1 1
  86498   2  16  43 1 1 1
  86499   3  16  43 1 1 1
  86500   4  16  43 1 1 1
  86501   5  16  43 1 1 1
  86502   6  16  43 1 1 1
  86503   7  16  43 1 1 1
  86504   8  16  43 1 1 1
  86505   9  16  43 1 1 1
  86506  10  16  43 1 1 1
  86507  11  16  43 1 1 1
  86508  12  16  43 1 1 1
  86509  13  16  43 1 1 1
  86510  14  16  43 1 1 1
  86511  15  16  43 1 1 1
  86512  16  16  43 1 1 1
  86513  17  16  43 1 1 1
  86514  18  16  43 1 1 1
  86515  19  16  43 1 1 1
  86516  20  16  43 1 1 1
  86517  21  16  43 1 1 1
  86518  22  16  43 1 1 1
  86519  23  16  43 1 1 1
  86520  24  16  43 1 1 1
  86521  25  16  43 1 1 1
  86522  26  16  43 1 1 1
  86523  27  16  43 1 1 1
  86524  28  16  43 1 1 1
  86525  29  16  43 1 1 1
  86526  30  16  43 1 1 1
  86527  31  16  43 1 1 1
  86528  32  16  43 1 1 1
  86529   1  17  43 1 1 1
  86530   2  17  43 1 1 1
  86531   3  17  43 1 1 1
  86532   4  17  43 1 1 1
  86533   5  17  43 1 1 1
  86534   6  17  43 1 1 1
  86535   7  17  43 1 1 1
  86536   8  17  43 1 1 1
  86537   9  17  43 1 1 1
  86538  10  17  43 1 1 1
  86539  11  17  43 1 1 1
  86540  12  17  43 1 1 1
  86541  13  17  43 1 1 1
  86542  14  17  43 1 1 1
  86543  15  17  43 1 1 1
  86544  16  17  43 1 1 1
  86545  17  17  43 1 1 1
  86546  18  17  43 1 1 1
  86547  19  17  43 1 1 1
  86548  20  17  43 1 1 1
  86549  21  17  43 1 1 1
  86550  22  17  43 1 1 1
  86551  23  17  43 1 1 1
  86552  24  17  43 1 1 1
  86553  25  17  43 1 1 1
  86554  26  17  43 1 1 1
  86555  27  17  43 1 1 1
  86556  28  17  43 1 1 1
  86557  29  17  43 1 1 1
  86558  30  17  43 1 1 1
  86559  31  17  43 1 1 1
  86560  32  17  43 1 1 1
  86561   1  18  43 1 1 1
  86562   2  18  43 1 1 1
  86563   3  18  43 1 1 1
  86564   4  18  43 1 1 1
  86565   5  18  43 1 1 1
  86566   6  18  43 1 1 1
  86567   7  18  43 1 1 1
  86568   8  18  43 1 1 1
  86569   9  18  43 1 1 1
  86570  10  18  43 1 1 1
  86571  11  18  43 1 1 1
  86572  12  18  43 1 1 1
  86573  13  18  43 1 1 1
  86574  14  18  43 1 1 1
  86575  15  18  43 1 1 1
  86576  16  18  43 1 1 1
  86577  17  18  43 1 1 1
  86578  18  18  43 1 1 1
  86579  19  18  43 1 1 1
  86580  20  18  43 1 1 1
  86581  21  18  43 1 1 1
  86582  22  18  43 1 1 1
  86583  23  18  43 1 1 1
  86584  24  18  43 1 1 1
  86585  25  18  43 1 1 1
  86586  26  18  43 1 1 1
  86587  27  18  43 1 1 1
  86588  28  18  43 1 1 1
  86589  29  18  43 1 1 1
  86590  30  18  43 1 1 1
  86591  31  18  43 1 1 1
  86592  32  18  43 1 1 1
  86593   1  19  43 1 1 1
  86594   2  19  43 1 1 1
  86595   3  19  43 1 1 1
  86596   4  19  43 1 1 1
  86597   5  19  43 1 1 1
  86598   6  19  43 1 1 1
  86599   7  19  43 1 1 1
  86600   8  19  43 1 1 1
  86601   9  19  43 1 1 1
  86602  10  19  43 1 1 1
  86603  11  19  43 1 1 1
  86604  12  19  43 1 1 1
  86605  13  19  43 1 1 1
  86606  14  19  43 1 1 1
  86607  15  19  43 1 1 1
  86608  16  19  43 1 1 1
  86609  17  19  43 1 1 1
  86610  18  19  43 1 1 1
  86611  19  19  43 1 1 1
  86612  20  19  43 1 1 1
  86613  21  19  43 1 1 1
  86614  22  19  43 1 1 1
  86615  23  19  43 1 1 1
  86616  24  19  43 1 1 1
  86617  25  19  43 1 1 1
  86618  26  19  43 1 1 1
  86619  27  19  43 1 1 1
  86620  28  19  43 1 1 1
  86621  29  19  43 1 1 1
  86622  30  19  43 1 1 1
  86623  31  19  43 1 1 1
  86624  32  19  43 1 1 1
  86625   1  20  43 1 1 1
  86626   2  20  43 1 1 1
  86627   3  20  43 1 1 1
  86628   4  20  43 1 1 1
  86629   5  20  43 1 1 1
  86630   6  20  43 1 1 1
  86631   7  20  43 1 1 1
  86632   8  20  43 1 1 1
  86633   9  20  43 1 1 1
  86634  10  20  43 1 1 1
  86635  11  20  43 1 1 1
  86636  12  20  43 1 1 1
  86637  13  20  43 1 1 1
  86638  14  20  43 1 1 1
  86639  15  20  43 1 1 1
  86640  16  20  43 1 1 1
  86641  17  20  43 1 1 1
  86642  18  20  43 1 1 1
  86643  19  20  43 1 1 1
  86644  20  20  43 1 1 1
  86645  21  20  43 1 1 1
  86646  22  20  43 1 1 1
  86647  23  20  43 1 1 1
  86648  24  20  43 1 1 1
  86649  25  20  43 1 1 1
  86650  26  20  43 1 1 1
  86651  27  20  43 1 1 1
  86652  28  20  43 1 1 1
  86653  29  20  43 1 1 1
  86654  30  20  43 1 1 1
  86655  31  20  43 1 1 1
  86656  32  20  43 1 1 1
  86657   1  21  43 1 1 1
  86658   2  21  43 1 1 1
  86659   3  21  43 1 1 1
  86660   4  21  43 1 1 1
  86661   5  21  43 1 1 1
  86662   6  21  43 1 1 1
  86663   7  21  43 1 1 1
  86664   8  21  43 1 1 1
  86665   9  21  43 1 1 1
  86666  10  21  43 1 1 1
  86667  11  21  43 1 1 1
  86668  12  21  43 1 1 1
  86669  13  21  43 1 1 1
  86670  14  21  43 1 1 1
  86671  15  21  43 1 1 1
  86672  16  21  43 1 1 1
  86673  17  21  43 1 1 1
  86674  18  21  43 1 1 1
  86675  19  21  43 1 1 1
  86676  20  21  43 1 1 1
  86677  21  21  43 1 1 1
  86678  22  21  43 1 1 1
  86679  23  21  43 1 1 1
  86680  24  21  43 1 1 1
  86681  25  21  43 1 1 1
  86682  26  21  43 1 1 1
  86683  27  21  43 1 1 1
  86684  28  21  43 1 1 1
  86685  29  21  43 1 1 1
  86686  30  21  43 1 1 1
  86687  31  21  43 1 1 1
  86688  32  21  43 1 1 1
  86689   1  22  43 1 1 1
  86690   2  22  43 1 1 1
  86691   3  22  43 1 1 1
  86692   4  22  43 1 1 1
  86693   5  22  43 1 1 1
  86694   6  22  43 1 1 1
  86695   7  22  43 1 1 1
  86696   8  22  43 1 1 1
  86697   9  22  43 1 1 1
  86698  10  22  43 1 1 1
  86699  11  22  43 1 1 1
  86700  12  22  43 1 1 1
  86701  13  22  43 1 1 1
  86702  14  22  43 1 1 1
  86703  15  22  43 1 1 1
  86704  16  22  43 1 1 1
  86705  17  22  43 1 1 1
  86706  18  22  43 1 1 1
  86707  19  22  43 1 1 1
  86708  20  22  43 1 1 1
  86709  21  22  43 1 1 1
  86710  22  22  43 1 1 1
  86711  23  22  43 1 1 1
  86712  24  22  43 1 1 1
  86713  25  22  43 1 1 1
  86714  26  22  43 1 1 1
  86715  27  22  43 1 1 1
  86716  28  22  43 1 1 1
  86717  29  22  43 1 1 1
  86718  30  22  43 1 1 1
  86719  31  22  43 1 1 1
  86720  32  22  43 1 1 1
  86721   1  23  43 1 1 1
  86722   2  23  43 1 1 1
  86723   3  23  43 1 1 1
  86724   4  23  43 1 1 1
  86725   5  23  43 1 1 1
  86726   6  23  43 1 1 1
  86727   7  23  43 1 1 1
  86728   8  23  43 1 1 1
  86729   9  23  43 1 1 1
  86730  10  23  43 1 1 1
  86731  11  23  43 1 1 1
  86732  12  23  43 1 1 1
  86733  13  23  43 1 1 1
  86734  14  23  43 1 1 1
  86735  15  23  43 1 1 1
  86736  16  23  43 1 1 1
  86737  17  23  43 1 1 1
  86738  18  23  43 1 1 1
  86739  19  23  43 1 1 1
  86740  20  23  43 1 1 1
  86741  21  23  43 1 1 1
  86742  22  23  43 1 1 1
  86743  23  23  43 1 1 1
  86744  24  23  43 1 1 1
  86745  25  23  43 1 1 1
  86746  26  23  43 1 1 1
  86747  27  23  43 1 1 1
  86748  28  23  43 1 1 1
  86749  29  23  43 1 1 1
  86750  30  23  43 1 1 1
  86751  31  23  43 1 1 1
  86752  32  23  43 1 1 1
  86753   1  24  43 1 1 1
  86754   2  24  43 1 1 1
  86755   3  24  43 1 1 1
  86756   4  24  43 1 1 1
  86757   5  24  43 1 1 1
  86758   6  24  43 1 1 1
  86759   7  24  43 1 1 1
  86760   8  24  43 1 1 1
  86761   9  24  43 1 1 1
  86762  10  24  43 1 1 1
  86763  11  24  43 1 1 1
  86764  12  24  43 1 1 1
  86765  13  24  43 1 1 1
  86766  14  24  43 1 1 1
  86767  15  24  43 1 1 1
  86768  16  24  43 1 1 1
  86769  17  24  43 1 1 1
  86770  18  24  43 1 1 1
  86771  19  24  43 1 1 1
  86772  20  24  43 1 1 1
  86773  21  24  43 1 1 1
  86774  22  24  43 1 1 1
  86775  23  24  43 1 1 1
  86776  24  24  43 1 1 1
  86777  25  24  43 1 1 1
  86778  26  24  43 1 1 1
  86779  27  24  43 1 1 1
  86780  28  24  43 1 1 1
  86781  29  24  43 1 1 1
  86782  30  24  43 1 1 1
  86783  31  24  43 1 1 1
  86784  32  24  43 1 1 1
  86785   1  25  43 1 1 1
  86786   2  25  43 1 1 1
  86787   3  25  43 1 1 1
  86788   4  25  43 1 1 1
  86789   5  25  43 1 1 1
  86790   6  25  43 1 1 1
  86791   7  25  43 1 1 1
  86792   8  25  43 1 1 1
  86793   9  25  43 1 1 1
  86794  10  25  43 1 1 1
  86795  11  25  43 1 1 1
  86796  12  25  43 1 1 1
  86797  13  25  43 1 1 1
  86798  14  25  43 1 1 1
  86799  15  25  43 1 1 1
  86800  16  25  43 1 1 1
  86801  17  25  43 1 1 1
  86802  18  25  43 1 1 1
  86803  19  25  43 1 1 1
  86804  20  25  43 1 1 1
  86805  21  25  43 1 1 1
  86806  22  25  43 1 1 1
  86807  23  25  43 1 1 1
  86808  24  25  43 1 1 1
  86809  25  25  43 1 1 1
  86810  26  25  43 1 1 1
  86811  27  25  43 1 1 1
  86812  28  25  43 1 1 1
  86813  29  25  43 1 1 1
  86814  30  25  43 1 1 1
  86815  31  25  43 1 1 1
  86816  32  25  43 1 1 1
  86817   1  26  43 1 1 1
  86818   2  26  43 1 1 1
  86819   3  26  43 1 1 1
  86820   4  26  43 1 1 1
  86821   5  26  43 1 1 1
  86822   6  26  43 1 1 1
  86823   7  26  43 1 1 1
  86824   8  26  43 1 1 1
  86825   9  26  43 1 1 1
  86826  10  26  43 1 1 1
  86827  11  26  43 1 1 1
  86828  12  26  43 1 1 1
  86829  13  26  43 1 1 1
  86830  14  26  43 1 1 1
  86831  15  26  43 1 1 1
  86832  16  26  43 1 1 1
  86833  17  26  43 1 1 1
  86834  18  26  43 1 1 1
  86835  19  26  43 1 1 1
  86836  20  26  43 1 1 1
  86837  21  26  43 1 1 1
  86838  22  26  43 1 1 1
  86839  23  26  43 1 1 1
  86840  24  26  43 1 1 1
  86841  25  26  43 1 1 1
  86842  26  26  43 1 1 1
  86843  27  26  43 1 1 1
  86844  28  26  43 1 1 1
  86845  29  26  43 1 1 1
  86846  30  26  43 1 1 1
  86847  31  26  43 1 1 1
  86848  32  26  43 1 1 1
  86849   1  27  43 1 1 1
  86850   2  27  43 1 1 1
  86851   3  27  43 1 1 1
  86852   4  27  43 1 1 1
  86853   5  27  43 1 1 1
  86854   6  27  43 1 1 1
  86855   7  27  43 1 1 1
  86856   8  27  43 1 1 1
  86857   9  27  43 1 1 1
  86858  10  27  43 1 1 1
  86859  11  27  43 1 1 1
  86860  12  27  43 1 1 1
  86861  13  27  43 1 1 1
  86862  14  27  43 1 1 1
  86863  15  27  43 1 1 1
  86864  16  27  43 1 1 1
  86865  17  27  43 1 1 1
  86866  18  27  43 1 1 1
  86867  19  27  43 1 1 1
  86868  20  27  43 1 1 1
  86869  21  27  43 1 1 1
  86870  22  27  43 1 1 1
  86871  23  27  43 1 1 1
  86872  24  27  43 1 1 1
  86873  25  27  43 1 1 1
  86874  26  27  43 1 1 1
  86875  27  27  43 1 1 1
  86876  28  27  43 1 1 1
  86877  29  27  43 1 1 1
  86878  30  27  43 1 1 1
  86879  31  27  43 1 1 1
  86880  32  27  43 1 1 1
  86881   1  28  43 1 1 1
  86882   2  28  43 1 1 1
  86883   3  28  43 1 1 1
  86884   4  28  43 1 1 1
  86885   5  28  43 1 1 1
  86886   6  28  43 1 1 1
  86887   7  28  43 1 1 1
  86888   8  28  43 1 1 1
  86889   9  28  43 1 1 1
  86890  10  28  43 1 1 1
  86891  11  28  43 1 1 1
  86892  12  28  43 1 1 1
  86893  13  28  43 1 1 1
  86894  14  28  43 1 1 1
  86895  15  28  43 1 1 1
  86896  16  28  43 1 1 1
  86897  17  28  43 1 1 1
  86898  18  28  43 1 1 1
  86899  19  28  43 1 1 1
  86900  20  28  43 1 1 1
  86901  21  28  43 1 1 1
  86902  22  28  43 1 1 1
  86903  23  28  43 1 1 1
  86904  24  28  43 1 1 1
  86905  25  28  43 1 1 1
  86906  26  28  43 1 1 1
  86907  27  28  43 1 1 1
  86908  28  28  43 1 1 1
  86909  29  28  43 1 1 1
  86910  30  28  43 1 1 1
  86911  31  28  43 1 1 1
  86912  32  28  43 1 1 1
  86913   1  29  43 1 1 1
  86914   2  29  43 1 1 1
  86915   3  29  43 1 1 1
  86916   4  29  43 1 1 1
  86917   5  29  43 1 1 1
  86918   6  29  43 1 1 1
  86919   7  29  43 1 1 1
  86920   8  29  43 1 1 1
  86921   9  29  43 1 1 1
  86922  10  29  43 1 1 1
  86923  11  29  43 1 1 1
  86924  12  29  43 1 1 1
  86925  13  29  43 1 1 1
  86926  14  29  43 1 1 1
  86927  15  29  43 1 1 1
  86928  16  29  43 1 1 1
  86929  17  29  43 1 1 1
  86930  18  29  43 1 1 1
  86931  19  29  43 1 1 1
  86932  20  29  43 1 1 1
  86933  21  29  43 1 1 1
  86934  22  29  43 1 1 1
  86935  23  29  43 1 1 1
  86936  24  29  43 1 1 1
  86937  25  29  43 1 1 1
  86938  26  29  43 1 1 1
  86939  27  29  43 1 1 1
  86940  28  29  43 1 1 1
  86941  29  29  43 1 1 1
  86942  30  29  43 1 1 1
  86943  31  29  43 1 1 1
  86944  32  29  43 1 1 1
  86945   1  30  43 1 1 1
  86946   2  30  43 1 1 1
  86947   3  30  43 1 1 1
  86948   4  30  43 1 1 1
  86949   5  30  43 1 1 1
  86950   6  30  43 1 1 1
  86951   7  30  43 1 1 1
  86952   8  30  43 1 1 1
  86953   9  30  43 1 1 1
  86954  10  30  43 1 1 1
  86955  11  30  43 1 1 1
  86956  12  30  43 1 1 1
  86957  13  30  43 1 1 1
  86958  14  30  43 1 1 1
  86959  15  30  43 1 1 1
  86960  16  30  43 1 1 1
  86961  17  30  43 1 1 1
  86962  18  30  43 1 1 1
  86963  19  30  43 1 1 1
  86964  20  30  43 1 1 1
  86965  21  30  43 1 1 1
  86966  22  30  43 1 1 1
  86967  23  30  43 1 1 1
  86968  24  30  43 1 1 1
  86969  25  30  43 1 1 1
  86970  26  30  43 1 1 1
  86971  27  30  43 1 1 1
  86972  28  30  43 1 1 1
  86973  29  30  43 1 1 1
  86974  30  30  43 1 1 1
  86975  31  30  43 1 1 1
  86976  32  30  43 1 1 1
  86977   1  31  43 1 1 1
  86978   2  31  43 1 1 1
  86979   3  31  43 1 1 1
  86980   4  31  43 1 1 1
  86981   5  31  43 1 1 1
  86982   6  31  43 1 1 1
  86983   7  31  43 1 1 1
  86984   8  31  43 1 1 1
  86985   9  31  43 1 1 1
  86986  10  31  43 1 1 1
  86987  11  31  43 1 1 1
  86988  12  31  43 1 1 1
  86989  13  31  43 1 1 1
  86990  14  31  43 1 1 1
  86991  15  31  43 1 1 1
  86992  16  31  43 1 1 1
  86993  17  31  43 1 1 1
  86994  18  31  43 1 1 1
  86995  19  31  43 1 1 1
  86996  20  31  43 1 1 1
  86997  21  31  43 1 1 1
  86998  22  31  43 1 1 1
  86999  23  31  43 1 1 1
  87000  24  31  43 1 1 1
  87001  25  31  43 1 1 1
  87002  26  31  43 1 1 1
  87003  27  31  43 1 1 1
  87004  28  31  43 1 1 1
  87005  29  31  43 1 1 1
  87006  30  31  43 1 1 1
  87007  31  31  43 1 1 1
  87008  32  31  43 1 1 1
  87009   1  32  43 1 1 1
  87010   2  32  43 1 1 1
  87011   3  32  43 1 1 1
  87012   4  32  43 1 1 1
  87013   5  32  43 1 1 1
  87014   6  32  43 1 1 1
  87015   7  32  43 1 1 1
  87016   8  32  43 1 1 1
  87017   9  32  43 1 1 1
  87018  10  32  43 1 1 1
  87019  11  32  43 1 1 1
  87020  12  32  43 1 1 1
  87021  13  32  43 1 1 1
  87022  14  32  43 1 1 1
  87023  15  32  43 1 1 1
  87024  16  32  43 1 1 1
  87025  17  32  43 1 1 1
  87026  18  32  43 1 1 1
  87027  19  32  43 1 1 1
  87028  20  32  43 1 1 1
  87029  21  32  43 1 1 1
  87030  22  32  43 1 1 1
  87031  23  32  43 1 1 1
  87032  24  32  43 1 1 1
  87033  25  32  43 1 1 1
  87034  26  32  43 1 1 1
  87035  27  32  43 1 1 1
  87036  28  32  43 1 1 1
  87037  29  32  43 1 1 1
  87038  30  32  43 1 1 1
  87039  31  32  43 1 1 1
  87040  32  32  43 1 1 1
  87041   1  33  43 1 1 1
  87042   2  33  43 1 1 1
  87043   3  33  43 1 1 1
  87044   4  33  43 1 1 1
  87045   5  33  43 1 1 1
  87046   6  33  43 1 1 1
  87047   7  33  43 1 1 1
  87048   8  33  43 1 1 1
  87049   9  33  43 1 1 1
  87050  10  33  43 1 1 1
  87051  11  33  43 1 1 1
  87052  12  33  43 1 1 1
  87053  13  33  43 1 1 1
  87054  14  33  43 1 1 1
  87055  15  33  43 1 1 1
  87056  16  33  43 1 1 1
  87057  17  33  43 1 1 1
  87058  18  33  43 1 1 1
  87059  19  33  43 1 1 1
  87060  20  33  43 1 1 1
  87061  21  33  43 1 1 1
  87062  22  33  43 1 1 1
  87063  23  33  43 1 1 1
  87064  24  33  43 1 1 1
  87065  25  33  43 1 1 1
  87066  26  33  43 1 1 1
  87067  27  33  43 1 1 1
  87068  28  33  43 1 1 1
  87069  29  33  43 1 1 1
  87070  30  33  43 1 1 1
  87071  31  33  43 1 1 1
  87072  32  33  43 1 1 1
  87073   1  34  43 1 1 1
  87074   2  34  43 1 1 1
  87075   3  34  43 1 1 1
  87076   4  34  43 1 1 1
  87077   5  34  43 1 1 1
  87078   6  34  43 1 1 1
  87079   7  34  43 1 1 1
  87080   8  34  43 1 1 1
  87081   9  34  43 1 1 1
  87082  10  34  43 1 1 1
  87083  11  34  43 1 1 1
  87084  12  34  43 1 1 1
  87085  13  34  43 1 1 1
  87086  14  34  43 1 1 1
  87087  15  34  43 1 1 1
  87088  16  34  43 1 1 1
  87089  17  34  43 1 1 1
  87090  18  34  43 1 1 1
  87091  19  34  43 1 1 1
  87092  20  34  43 1 1 1
  87093  21  34  43 1 1 1
  87094  22  34  43 1 1 1
  87095  23  34  43 1 1 1
  87096  24  34  43 1 1 1
  87097  25  34  43 1 1 1
  87098  26  34  43 1 1 1
  87099  27  34  43 1 1 1
  87100  28  34  43 1 1 1
  87101  29  34  43 1 1 1
  87102  30  34  43 1 1 1
  87103  31  34  43 1 1 1
  87104  32  34  43 1 1 1
  87105   1  35  43 1 1 1
  87106   2  35  43 1 1 1
  87107   3  35  43 1 1 1
  87108   4  35  43 1 1 1
  87109   5  35  43 1 1 1
  87110   6  35  43 1 1 1
  87111   7  35  43 1 1 1
  87112   8  35  43 1 1 1
  87113   9  35  43 1 1 1
  87114  10  35  43 1 1 1
  87115  11  35  43 1 1 1
  87116  12  35  43 1 1 1
  87117  13  35  43 1 1 1
  87118  14  35  43 1 1 1
  87119  15  35  43 1 1 1
  87120  16  35  43 1 1 1
  87121  17  35  43 1 1 1
  87122  18  35  43 1 1 1
  87123  19  35  43 1 1 1
  87124  20  35  43 1 1 1
  87125  21  35  43 1 1 1
  87126  22  35  43 1 1 1
  87127  23  35  43 1 1 1
  87128  24  35  43 1 1 1
  87129  25  35  43 1 1 1
  87130  26  35  43 1 1 1
  87131  27  35  43 1 1 1
  87132  28  35  43 1 1 1
  87133  29  35  43 1 1 1
  87134  30  35  43 1 1 1
  87135  31  35  43 1 1 1
  87136  32  35  43 1 1 1
  87137   1  36  43 1 1 1
  87138   2  36  43 1 1 1
  87139   3  36  43 1 1 1
  87140   4  36  43 1 1 1
  87141   5  36  43 1 1 1
  87142   6  36  43 1 1 1
  87143   7  36  43 1 1 1
  87144   8  36  43 1 1 1
  87145   9  36  43 1 1 1
  87146  10  36  43 1 1 1
  87147  11  36  43 1 1 1
  87148  12  36  43 1 1 1
  87149  13  36  43 1 1 1
